,nta_code,pop,households,age_less_5,age_5_to_9,age_10_to_14,age_15_to_19,age_20_to_24,age_25_to_29,age_30_to_34,age_35_to_39,age_40_to_44,age_45_to_49,age_50_to_54,age_55_to_59,age_60_to_64,age_65_plus,median_hh_income,hh_income_less_10,hh_income_10_to_15,hh_income_15_to_25,hh_income_25_to_35,hh_income_35_to_50,hh_income_50_to_75,hh_income_75_to_100,hh_income_100_to_150,hh_income_150_to_200,hh_income_200_plus,below_poverty,edu_none,edu_high_school,edu_college,commute_walk,commute_public,commute_car,health_insurance_coverage,disability,not_us_citizen,lang_spanish,lang_chinese,lang_russian,lang_indic,lang_french_creole,lang_korean,homeval_less_50,homeval_50_to_100,homeval_100_to_150,homeval_150_to_200,homeval_200_to_300,homeval_300_to_500,homeval_500_to_1m,homeval_1m_plus,rent_less_500,rent_500_to_1000,rent_1000_to_1500,rent_1500_to_2000,rent_2000_to_2500,rent_2500_to_3000,rent_3000_plus,average_hh_size
60,QN15,50058,16341,4557,3846,3661,3939,3659,3674,3324,3009,2945,3003,2967,2792,2214,6468,41916,2730,1268,2197,1239,1696,2505,1831,1607,640,628,10901,9206,7789,10415,1990,7627,10261,47242,8975,6816,5735,342,1227,0,186,47,73,112,131,5,283,2100,1420,85,2275,2424,4705,2091,496,210,84,3.13
61,BK42,105804,37722,7560,6818,6843,7476,8342,8879,8137,7629,7113,7177,7338,6547,5359,10586,45332,4049,2081,4135,4332,5513,7219,4292,3626,1421,1054,21379,14136,19291,28414,3416,32491,9995,94384,10571,21553,8319,664,2274,1735,6951,285,78,90,218,369,573,1319,2556,1526,1119,5240,15845,6619,1686,312,40,2.81
62,BK58,64762,23386,3894,4178,4487,5042,4877,4378,4086,4251,4215,4719,4892,4444,3687,7612,64519,1390,731,1901,2065,3054,4527,3164,3793,1721,1040,7974,6032,13960,19282,1311,17688,13068,66619,5907,9470,1927,260,224,132,5574,0,300,155,201,494,986,6628,4644,207,877,1785,3821,2030,556,57,41,3.14
63,QN22,72008,25739,3236,3044,2739,3474,4861,5393,5182,5347,5746,6333,5951,5077,4124,11501,39840,3192,1924,3905,2788,3407,4443,2427,2266,851,536,18044,14848,15239,18803,5011,14124,11218,53488,5470,29254,5497,29067,577,1394,50,4320,150,90,474,534,2331,1657,1491,121,1107,3580,7419,4632,1059,186,18,2.7
64,BX40,28262,8572,2688,2444,2263,2590,2593,2372,2099,1908,2066,1934,1652,1218,930,1505,22662,1806,1172,1686,951,980,897,645,348,46,41,12720,5933,4657,2814,1193,7249,1781,23409,3723,8264,8630,0,0,0,33,0,12,0,0,0,7,87,0,0,888,1783,4463,1006,251,0,43,3.11
65,QN17,83728,38748,4660,3586,2951,3122,3978,6366,7389,6941,5868,5868,6094,5882,5560,15463,67881,2301,1871,3197,2622,4342,6838,4986,6411,3209,2971,9601,4838,11147,42703,2550,26571,11879,80606,9417,11549,2754,4833,6237,388,132,314,242,331,799,1701,4360,4532,4735,1367,569,2812,6172,6456,2996,831,569,2.19
66,BK68,26079,12062,1548,1116,1163,1674,1932,2986,3067,2472,1808,1566,1378,1192,1179,2998,61990,1240,769,1142,1052,1169,1443,1619,1811,875,942,6790,3889,3584,11291,1442,9997,1699,27051,3414,3293,1857,1050,26,0,66,17,116,69,12,0,136,574,997,1187,2050,1930,1740,1135,1026,654,762,2.25
67,QN41,17812,6538,1032,1048,962,1046,1109,1193,1107,1291,1291,1423,1403,1236,1153,2518,69525,468,282,433,522,809,994,1136,1011,462,421,2427,1452,2681,7180,271,3163,4853,16606,1462,3079,830,2320,175,1,0,1714,47,16,32,235,142,129,2150,153,73,204,1039,1557,616,100,82,2.8
68,QN47,21751,10016,986,827,847,871,809,1042,1325,1307,1412,1511,1726,1647,1685,5756,71784,625,277,916,707,946,1744,1328,1754,1019,700,1562,1658,3830,9475,227,2860,6216,21098,3095,2450,72,1200,52,0,0,1065,154,57,203,635,1530,1293,2639,327,143,291,362,681,1097,163,86,2.23
69,BK45,45231,16906,2976,3112,2957,2741,2612,2562,2723,2966,2997,3201,3502,3140,3066,6676,72158,789,530,1262,1443,2003,2714,2385,3165,1505,1110,3155,2957,9567,14992,1023,6904,12887,45481,4353,2732,957,804,1798,223,357,52,266,161,181,115,284,3435,7166,577,46,617,1894,1312,428,73,30,2.86
70,QN44,22571,9127,845,857,967,1160,1176,1379,1402,1226,1293,1566,1672,1734,1537,5757,76863,331,286,740,635,1052,1418,1361,1938,773,593,1401,1711,4972,9044,290,2341,7634,21209,3101,1731,406,253,6,606,0,19,97,38,126,629,1418,1504,2974,235,44,367,518,684,157,123,0,2.47
71,QN19,32496,11586,1941,1890,1998,2149,2175,2381,2391,2313,2476,2543,2407,2000,1671,4161,64178,783,418,1211,913,1376,2063,1887,1828,697,410,3106,3518,8578,7383,923,7826,7397,31161,2782,4306,1836,224,138,0,0,16,80,32,42,60,196,2382,2994,55,139,911,2913,1575,168,59,21,2.87
72,MN21,27988,14734,708,445,380,1794,3626,4811,3339,2207,1640,1451,1445,1375,1498,3269,100900,921,348,715,587,894,2044,1810,2325,2049,3041,2054,408,1133,17845,4875,9904,798,26547,1616,2669,212,260,18,30,0,60,130,39,16,73,248,804,2601,1265,438,565,1458,1070,1519,1342,2390,1.74
73,SI14,16079,5559,937,990,1025,1023,1070,1070,1037,1055,1096,1214,1309,1102,1005,2146,69127,520,234,400,444,578,782,787,1197,362,255,1962,1274,2958,5099,221,2589,3892,14417,1789,1365,618,495,789,0,15,74,76,47,19,0,184,2130,989,71,475,390,581,328,161,28,22,2.76
74,BK26,29436,11264,1703,1543,1544,1912,2012,2151,1840,1885,1738,2075,2088,1972,1958,5015,35550,1565,1092,1631,1278,1453,1931,825,978,318,193,6486,4629,5697,8198,912,6602,3867,27230,4512,4537,1255,3763,3814,109,126,32,78,97,26,140,477,1020,1786,188,1713,1813,2601,966,194,28,20,2.66
75,SI54,40720,15618,2227,2389,2582,2657,2408,2360,2389,2697,2972,3319,3342,2872,2633,5873,88868,458,431,1107,904,1266,2357,2318,3630,1997,1150,3166,2256,10523,12502,259,5186,14289,41597,4286,2292,351,563,743,12,1,60,275,201,116,92,858,6934,4145,144,15,331,999,742,265,175,33,2.81
76,BK76,34719,15491,1199,970,959,1158,2834,6125,5128,3086,2217,1915,2141,1964,1624,3399,67928,1185,641,1267,1161,1537,2613,2504,2797,974,812,4089,2501,4685,16806,1732,14071,2874,28998,2504,4601,981,218,105,80,0,9,63,62,79,54,154,407,1587,740,466,1291,2386,3714,2532,1413,751,2.09
77,SI08,22460,7651,1494,1446,1449,2195,2315,1681,1441,1432,1477,1675,1524,1315,1061,1955,52788,915,270,623,726,1154,1216,734,1325,374,314,4688,2025,3388,5513,313,3614,4670,19625,1868,2569,1287,569,174,107,0,23,114,22,114,163,729,1375,863,123,974,723,1679,475,126,0,0,2.69
78,MN04,48520,18761,2668,2388,2523,3232,4776,5219,4245,3515,3424,3384,3125,2687,2183,5151,39019,3099,1305,2225,2117,2335,2852,1940,1714,524,650,13272,9749,7845,14431,1528,20529,2381,44547,5772,10453,10926,358,0,0,186,0,335,249,29,205,402,510,304,506,1752,4164,5014,2877,1185,718,301,2.7
79,QN12,36885,12537,2853,2834,2933,3106,2743,2375,2545,2439,2502,2634,2336,2001,1737,3847,39432,1861,912,1490,1446,1783,1912,1102,1394,395,242,9683,5992,6669,6906,517,6944,6273,34565,7110,4140,2967,250,330,98,117,52,796,103,101,172,688,1612,733,18,2448,3072,1779,973,268,40,26,2.86
80,BX26,37727,12931,3251,3091,3012,3367,3103,2909,2751,2515,2732,2780,2303,1785,1434,2694,23334,2512,1572,2734,1630,1668,1501,690,508,62,54,15591,7996,6115,4606,1105,9320,3217,33878,6591,9056,9952,56,0,3,21,0,53,49,40,69,24,218,77,6,1722,3867,5373,1240,115,0,15,2.91
81,QN07,20269,6265,1160,1154,1319,1567,1672,1470,1281,1295,1409,1627,1549,1234,1109,2423,59368,495,267,561,559,723,1204,655,1086,492,223,2337,2414,4619,4806,194,5151,4827,18460,2210,3047,719,23,12,54,610,1,72,16,16,30,197,2283,733,22,147,493,1333,455,136,0,28,3.44
82,BK25,44316,15496,3474,3065,2931,3020,3382,3372,2883,2763,2501,2663,2617,2673,2580,6392,47882,1479,1021,1832,1543,2185,2551,1611,1965,648,661,8536,4540,7609,12918,1717,8949,5756,40709,4215,6778,1681,1730,5016,127,29,100,124,46,157,155,689,758,2620,1210,501,1192,4531,2223,464,240,149,2.85
83,MN13,70150,41343,2601,1646,1339,1891,6111,9675,8828,6684,6044,5331,4664,4070,3645,7621,101369,2439,1421,2694,2156,3422,4460,3866,6217,3957,10711,9508,3701,5103,48690,14418,25899,2758,73015,5693,10186,2318,1804,431,63,0,435,522,697,345,125,263,1172,3278,5423,2333,5232,3355,2833,3245,4202,8520,1.79
84,QN31,63271,27397,3449,2665,2459,2693,4407,7736,7779,6242,5243,4264,3871,3357,2871,6235,61736,1705,1325,2528,2486,3278,4824,3478,4052,1689,2032,8947,8440,10660,27272,2201,28801,6106,55308,3952,18979,10316,1445,163,2869,5,1054,69,37,73,266,846,1407,2468,614,358,1919,7516,6288,1964,1850,2014,2.35
85,BX27,27204,8624,2270,2190,2262,2482,2525,2176,1924,1778,1810,1827,1521,1224,989,2226,22572,2022,1111,1541,1138,1140,1060,348,215,20,29,10343,6171,4102,2806,866,5833,1481,21643,2957,5807,7737,78,0,0,0,3,81,50,47,22,14,272,56,4,2068,2141,2412,820,132,26,23,3.0
86,QN28,108152,36963,6745,5855,5701,6302,7846,8811,9328,9017,8417,8006,7397,6600,5328,12799,48869,2686,1587,5067,4549,4943,6754,4955,4017,1304,1101,17436,17640,22493,25789,3167,32662,13182,85142,8268,32699,29875,3212,486,4486,57,521,231,329,812,1227,2778,3266,4493,198,491,3307,11007,6598,1238,153,17,2.82
87,QN61,53751,16172,3818,3468,3281,3650,4408,4571,4473,4031,4020,3836,3570,3121,2317,5187,39763,1549,1115,2407,2023,2647,2995,1363,1223,574,276,12150,11590,10312,10593,1761,16028,5874,45811,5629,17327,11231,241,22,6006,370,33,76,159,212,134,341,1669,1302,66,873,1832,5764,2780,468,19,15,3.39
88,QN06,25480,9329,1279,1303,1334,1531,1842,1737,1667,1617,1734,1800,1916,1870,1726,4124,65504,382,204,799,764,1493,1589,1167,1421,844,666,2516,2464,3951,10066,344,5381,6170,24227,2281,4320,1263,411,245,1371,263,28,95,164,583,437,199,825,2039,552,36,533,2127,1225,230,0,111,2.79
89,BK41,36891,12187,2677,2680,2545,2647,2709,3090,2901,2749,2315,2335,2410,2153,1766,3914,45483,1166,962,1749,1237,1469,1908,1583,1290,535,288,9333,4374,5091,11323,1064,10029,3727,33594,3499,6874,2710,1132,2365,1974,160,18,61,32,168,168,587,709,1665,383,311,1005,3530,2091,777,214,131,3.06
90,QN60,23278,10106,1368,1152,1029,1087,1334,2081,2265,1948,1693,1626,1623,1495,1410,3167,65035,409,426,924,947,1088,1997,1447,1632,758,478,2872,1883,2945,9849,668,6595,3638,21740,2143,3229,1478,421,846,289,0,35,85,25,296,580,873,893,785,188,40,747,2737,2116,364,87,19,2.37
91,QN37,37479,13198,3184,2224,1984,2270,3302,3403,2941,2352,2071,2224,2430,2324,2079,4691,61348,698,685,1323,1003,1586,2488,1618,2142,1066,589,4402,2870,6001,13362,1263,7005,8067,35588,2910,4674,1297,3073,1096,155,73,260,121,155,348,1216,1500,885,2443,211,49,847,2492,1784,643,39,199,2.82
92,BX30,32496,10400,2603,2251,2288,2677,2739,2760,2362,2074,2139,2082,2034,1680,1351,3456,31330,1606,1075,1640,1331,1487,1587,1001,481,81,111,8847,6858,5466,4644,1070,9527,2405,26245,3784,7835,9481,128,56,139,32,0,67,130,333,238,232,203,12,5,1162,2291,4495,1087,293,14,0,2.8
93,QN66,24453,8078,1180,1404,1575,1787,1760,1431,1461,1406,1796,1955,1901,1576,1524,3697,83165,233,197,531,465,880,1278,1393,1760,933,408,1547,1902,5047,7710,203,5256,7112,24664,2680,3054,175,99,0,20,598,0,164,99,167,85,298,4567,915,25,50,166,788,450,232,33,6,3.31
94,MN31,80771,43237,4371,2648,1927,1624,5054,11182,10029,7096,5631,4900,4518,4555,4814,12422,98797,2572,1127,2026,2232,3032,5984,4880,7056,3654,10674,5974,1976,4904,53904,13394,24481,4648,76441,5270,13855,1776,823,660,68,11,154,235,149,163,0,111,2009,4565,4788,796,2141,4253,7584,6070,4054,6156,1.81
95,MN14,61489,31811,3656,2036,1547,2104,3274,6009,6997,5709,4701,4003,3876,3707,3720,10150,120337,1998,824,1839,1207,1820,3088,2989,4721,3851,9474,4459,1322,3354,39861,6259,20714,2087,57601,4281,7467,951,782,103,108,43,335,165,84,82,40,280,2123,4002,6349,1222,1723,2755,2072,2371,2133,6778,1.78
96,QN57,26148,10796,1256,1316,1277,1333,1297,1447,1680,1609,1780,1808,2026,1791,1881,5647,69112,422,571,870,782,1342,1827,1494,1621,1047,820,2998,3261,6436,7775,282,3885,8446,26409,3966,1428,1012,220,83,0,57,0,126,320,822,927,773,911,3531,150,70,327,903,1127,318,0,0,2.69
97,BX33,26196,8607,2333,2138,2143,2271,2288,2232,1933,1704,1754,1697,1425,1177,903,2198,24214,2020,1078,1277,1050,975,1366,324,406,71,40,11243,7032,4442,2921,776,6920,1452,24556,3481,6089,8189,411,0,9,29,0,55,12,0,15,161,334,66,8,1989,2422,2638,935,81,70,10,3.07
98,MN28,72957,30853,3406,3505,3747,4341,5721,6382,5419,4884,4780,4916,5006,4755,4141,11954,31273,4924,3669,4783,3184,2913,4138,1668,3082,807,1685,21846,15072,12020,21667,7284,16916,2469,66932,13454,8002,9226,12215,194,76,0,22,461,80,29,13,206,1132,2426,621,9303,7924,4580,1522,1092,1070,1276,2.22
99,BK44,38917,15103,2312,2233,2243,2491,2679,2553,2396,2263,2402,2716,2921,2794,2676,6238,55840,1091,1071,1647,1311,1751,2669,1577,2381,776,829,5778,4026,7299,13590,1341,9325,5736,36970,4093,6076,999,3729,5016,247,16,169,121,80,70,168,476,1486,3989,584,478,1130,3930,1540,384,69,47,2.7
100,MN06,22950,8082,1334,1394,1505,1863,2247,2188,1706,1527,1554,1569,1383,1163,974,2543,29182,1781,953,943,918,1303,917,599,421,168,79,7664,4736,3504,5304,861,8224,695,20306,3027,5142,5608,195,26,0,0,0,37,10,0,13,34,127,85,36,1884,2222,2065,741,589,182,110,2.83
101,MN01,46746,18470,2812,2541,2769,3178,3752,4006,3750,3492,3482,3314,3230,3032,2387,5001,39003,2113,1337,2988,2181,2269,2823,2313,1464,678,304,13770,9850,7792,12517,2214,16051,3727,46050,5409,12448,18188,15,38,92,0,75,80,15,0,52,394,568,350,117,2039,3996,7209,2906,663,14,155,2.76
102,SI12,31474,10038,2357,2410,2631,2694,2442,2198,2128,2314,2384,2330,2225,1723,1341,2297,53441,1404,553,903,867,1049,1432,1472,1468,512,378,6619,3287,5417,6368,307,4606,7013,27056,2738,3364,2425,194,43,132,0,62,174,95,116,223,1966,3079,380,41,796,1025,1021,685,310,20,0,2.97
103,QN30,30516,10699,1970,1799,1683,1713,1959,2341,2500,2427,2358,2184,2313,1863,1573,3833,56689,855,501,1065,1004,1406,2070,1518,1352,558,370,3253,3042,7056,7177,762,6484,6494,24751,2225,4802,2330,1218,35,4,18,141,126,55,70,81,305,1651,3179,83,65,562,2132,1921,292,85,15,2.66
104,BX34,39214,13657,3290,3331,3225,3751,3358,3081,2713,2544,2628,2570,2210,1666,1443,3404,22537,3111,2040,2226,1839,1683,1445,573,569,81,90,18196,9190,6647,4345,1479,9879,2177,37152,6166,7380,10714,0,0,28,10,0,86,43,65,96,271,403,168,44,4029,3501,4170,1014,222,37,0,2.99
105,QN21,37929,14997,1938,1928,1850,1846,2005,2500,2674,2635,2832,2863,2935,2698,2315,6910,69763,910,731,1327,1155,1485,2392,2209,2853,1159,776,3055,3713,8973,11263,991,7211,9155,34535,3636,3716,1488,872,521,47,0,78,204,102,51,46,161,2074,5957,130,87,679,2489,1781,349,53,6,2.57
106,MN17,28630,15944,819,408,326,1328,3303,4552,3419,2469,1870,1768,1559,1582,1442,3785,114491,1382,797,927,766,1165,1107,1119,2390,1778,4513,3656,889,1657,17593,7281,6460,741,26403,1659,6159,542,449,159,0,0,743,66,61,38,22,78,328,1035,1698,1137,1150,775,931,1191,1715,5177,1.69
107,BK43,52835,18672,4006,3685,3824,4106,4038,3800,3053,2869,2823,3049,3304,3298,3091,7889,43687,2339,1575,2254,1909,2050,2768,1773,2002,908,1094,12571,4750,7387,17134,2526,9865,7298,48525,5978,7376,2081,1014,6579,412,132,14,66,70,161,197,344,652,3362,1217,1096,1746,6112,2366,566,102,160,2.83
108,MN09,55929,19873,2098,1849,1846,4827,10046,7417,4454,3197,2880,2795,2970,2791,2311,6448,56371,3128,1018,1979,1784,1482,2381,2009,2193,1385,2514,10143,3359,4098,22864,4971,13669,1225,49829,4625,8951,3553,1620,96,18,41,194,58,4,16,32,222,787,1547,1284,2195,2401,2674,2633,2063,1317,1613,2.25
109,BX35,37865,13019,3180,3155,3258,3560,3173,2884,2595,2552,2574,2644,2364,1811,1368,2747,26339,2631,1333,2341,1456,2044,1544,785,654,147,84,13843,8026,6847,5013,1324,9100,3265,34556,5695,7650,9925,21,0,0,46,19,169,34,54,60,72,477,174,72,2792,3994,4085,1094,154,0,0,2.83
110,BX39,52413,17853,4333,4251,4243,5168,4787,4089,3750,3241,3338,3364,2924,2225,1965,4735,20334,4238,2500,3757,1995,2091,1747,851,378,197,99,24765,13064,8327,4329,1773,12976,2482,46509,8849,9386,16470,113,2,41,69,0,91,105,36,23,121,512,177,0,6407,4933,4122,1463,252,38,39,2.93
111,BX41,51807,16806,4481,4102,4030,4578,4508,4144,3639,3446,3597,3707,3447,2670,1930,3528,26195,2707,2141,3280,2239,2501,2246,917,572,139,64,19742,11306,8971,6338,1767,14087,3602,45199,6820,14593,17034,0,11,70,47,35,70,35,46,6,90,272,79,11,1519,4173,7912,2142,227,39,15,3.02
112,QN51,51739,17665,2539,2295,2254,2743,3236,3816,3759,3750,3751,4097,4331,3668,3201,8299,52696,1519,727,1665,2443,2151,2850,2140,2233,1031,906,8670,9025,10819,14658,2828,9155,10830,41347,4273,15466,3821,11294,88,701,25,6818,148,46,297,513,462,768,5247,433,332,1171,3771,3007,564,49,108,2.93
113,MN20,50742,25629,1520,897,739,1069,7591,9722,5772,3896,2858,2724,2600,2614,2568,6172,97458,1773,966,1331,1070,2119,3128,2702,4778,2526,5236,5617,2030,3003,29714,12535,12555,1065,45322,3999,6301,808,1191,206,109,0,425,53,15,26,0,69,2062,3425,1792,1566,1524,1830,2341,3200,3010,4895,1.74
114,SI35,17525,6161,1095,1206,1168,1044,1098,1100,1116,1095,1220,1332,1441,1275,1042,2293,76522,420,87,530,460,604,931,796,1228,582,523,2661,1459,3274,5273,203,2356,4896,15820,1495,1825,915,97,41,28,18,14,65,44,100,69,346,1741,1462,83,99,260,1246,382,162,28,0,2.84
115,SI45,21896,7709,1266,1247,1272,1375,1504,1353,1332,1439,1647,1775,1827,1543,1326,2990,78100,358,252,577,608,881,1047,1060,1501,926,499,1972,1322,5176,5588,251,2849,6144,19988,2475,1739,677,385,717,10,0,11,76,49,38,154,545,3015,1620,65,33,340,1009,359,224,30,26,2.78
116,SI05,39597,13491,2318,2391,2441,2629,2527,2507,2537,2569,2538,2773,2942,2880,2701,5844,78548,567,464,931,936,1343,2219,2011,2458,1584,978,3954,3147,9560,11025,386,4779,12140,37917,3634,2749,558,903,185,62,0,197,230,56,67,22,704,5060,3693,80,372,1155,864,1012,267,29,8,2.91
117,QN26,52037,12230,4677,3776,2987,3466,5546,6365,5664,4776,3804,2968,2316,1689,1347,2656,46568,566,594,1639,1672,2136,2171,1534,1464,290,164,12220,16136,10740,3904,2309,18604,4616,34450,4306,25510,28102,1433,0,337,123,35,63,54,134,41,201,632,1399,37,267,1380,2902,3432,1326,97,21,4.48
118,BX22,27860,10915,1562,1216,1080,1867,1950,1512,1676,1640,1626,1627,1795,1892,1791,6626,78895,654,343,651,636,1138,1764,1742,1899,798,1290,2229,1557,2792,12093,784,5082,5008,24985,3053,2137,1055,196,367,7,2,190,79,293,345,719,1161,1051,1350,410,124,610,1649,1697,764,178,147,2.23
119,BK73,45774,21475,3006,2368,2114,2397,4478,7449,6144,4262,2863,2256,1909,1753,1514,3261,61381,1904,1554,1831,2071,2038,3158,2292,2934,1642,2051,10713,5876,5751,23763,2929,22002,2856,48606,4263,7304,5719,446,296,196,0,113,92,6,30,25,137,161,1531,1558,1521,3261,3280,2778,2894,1867,3516,2.34
120,BX43,40494,14292,3390,3085,2738,3011,3272,3791,3473,2946,2860,2818,2515,1944,1578,3073,35319,1996,1400,2064,1631,1821,2866,1189,961,238,126,13867,8252,7604,6794,1736,11149,2905,36455,5993,11381,9710,119,0,1607,4,201,41,92,51,55,24,197,176,16,768,2454,8043,2020,227,54,0,2.86
121,QN42,28237,11105,1279,1463,1646,1613,1408,1551,1643,1914,2124,2374,2416,2193,1954,4659,73060,619,421,984,725,1087,1854,1624,2231,797,763,2512,2179,4475,11440,183,4049,8565,26564,2337,3634,378,3961,219,47,0,2055,132,108,229,1051,2256,718,2840,481,50,420,816,1217,502,65,66,2.59
122,SI25,22049,8130,1103,1267,1402,1436,1204,1154,1221,1358,1654,1822,1733,1461,1413,3821,76980,368,237,775,702,604,1306,921,1674,960,583,1474,1291,5263,5765,167,2699,6033,19795,2458,812,152,128,584,0,0,24,155,16,33,0,129,2712,2312,224,182,292,1256,406,81,0,11,2.57
